,terms,sentiment,polarity
42545,usmc,positive,0.8333333333333334
42546,uso,negative,0.4444444444444444
42547,uss,positive,0.5625
42548,ussr,positive,0.5869565217391305
42549,ustinov,positive,0.7604790419161677
42550,usual,positive,0.5642058165548098
42551,usually,negative,0.45800865800865803
42552,usualy,positive,1.0
42553,usurer,positive,0.6
42554,usurp,positive,0.8333333333333334
42555,usurped,positive,1.0
42556,usurping,negative,0.5
42557,ut,negative,0.0
42558,utah,negative,0.47692307692307695
42559,ute,positive,0.8
42560,utilise,negative,0.45454545454545453
42561,utilised,negative,0.3888888888888889
42562,utilises,positive,0.8
42563,utilising,positive,0.5714285714285714
42564,utilitarian,negative,0.4444444444444444
42565,utilities,negative,0.4
42566,utility,negative,0.041666666666666664
42567,utilization,positive,1.0
42568,utilize,negative,0.358974358974359
42569,utilized,negative,0.44776119402985076
42570,utilizes,positive,0.6111111111111112
42571,utilizing,positive,0.5869565217391305
42572,utmost,positive,0.671875
42573,utopia,negative,0.4444444444444444
42574,utopian,positive,0.7058823529411765
42575,utter,negative,0.22547332185886404
42576,utterance,negative,0.375
42577,utterances,positive,0.8571428571428571
42578,uttered,negative,0.36065573770491804
42579,uttering,negative,0.4166666666666667
42580,utterly,negative,0.32825880114176975
42581,utters,negative,0.3684210526315789
42582,uv,negative,0.42857142857142855
42583,uwe,negative,0.009216589861751152
42584,uxb,negative,0.5
42585,uzak,positive,1.0
42586,uzi,negative,0.0
42587,uzumaki,positive,0.7777777777777778
42588,uzumakis,negative,0.0
42589,va,positive,0.5714285714285714
42590,vacancy,negative,0.0
42591,vacant,negative,0.30434782608695654
42592,vacantly,negative,0.0
42593,vacated,negative,0.2
42594,vacation,negative,0.5
42595,vacationers,negative,0.0
42596,vacationing,positive,0.6538461538461539
42597,vacations,positive,0.7272727272727273
42598,vaccaro,positive,0.5909090909090909
42599,vaccine,negative,0.2222222222222222
42600,vacillates,negative,0.5
42601,vacillating,positive,1.0
42602,vacuity,negative,0.16666666666666666
42603,vacuous,negative,0.125
42604,vacuum,negative,0.5
42605,vacuums,negative,0.5
42606,vadar,positive,0.9090909090909091
42607,vadas,positive,1.0
42608,vader,positive,0.7416666666666667
42609,vadim,negative,0.14285714285714285
42610,vadis,positive,0.6666666666666666
42611,vagabond,negative,0.26666666666666666
42612,vagaries,negative,0.4
42613,vagina,negative,0.3877551020408163
42614,vaginas,negative,0.0
42615,vagrant,positive,0.7777777777777778
42616,vague,negative,0.3745819397993311
42617,vaguely,negative,0.37089201877934275
42618,vaguest,negative,0.2857142857142857
42619,vail,positive,1.0
42620,vain,negative,0.3673469387755102
42621,vainly,negative,0.35714285714285715
42622,vakulinchuk,positive,1.0
42623,val,positive,0.5357142857142857
42624,vala,positive,1.0
42625,valance,positive,0.7777777777777778
42626,valarie,positive,0.8
42627,valco,negative,0.4375
42628,valcos,negative,0.3333333333333333
42629,valderama,positive,1.0
42630,vale,negative,0.0
42631,valedictorian,negative,0.26666666666666666
42632,valenti,positive,1.0
42633,valentina,negative,0.29411764705882354
42634,valentine,positive,0.5433526011560693
42635,valentines,negative,0.4166666666666667
42636,valentino,positive,0.7727272727272727
42637,valeria,negative,0.4782608695652174
42638,valerie,positive,0.5211267605633803
42639,valerii,positive,1.0
42640,valet,positive,0.9545454545454546
42641,valette,positive,1.0
42642,valhalla,negative,0.3333333333333333
42643,valiant,positive,0.5245901639344263
42644,valiantly,negative,0.3333333333333333
42645,valid,negative,0.4811320754716981
42646,validate,positive,0.5555555555555556
42647,validated,negative,0.5
42648,validates,positive,0.9
42649,validating,negative,0.0
42650,validation,positive,0.8181818181818182
42651,validity,positive,0.5625
42652,valientes,positive,1.0
42653,valium,negative,0.0
42654,valjean,negative,0.05263157894736842
42655,valkyrie,negative,0.18181818181818182
42656,valkyries,negative,0.5
42657,vall,positive,1.0
42658,vallee,positive,0.6666666666666666
42659,valletta,positive,1.0
42660,valley,negative,0.5
42661,valleys,positive,0.75
42662,valli,positive,0.5454545454545454
42663,valo,positive,0.8
42664,valor,negative,0.3333333333333333
42665,valseuses,positive,1.0
42666,valuable,negative,0.4528301886792453
42667,valuables,negative,0.4444444444444444
42668,value,negative,0.38467741935483873
42669,valued,positive,0.7692307692307693
42670,valueless,negative,0.0
42671,values,negative,0.4954627949183303
42672,valve,negative,0.46153846153846156
42673,vamp,positive,0.5740740740740741
42674,vampira,positive,1.0
42675,vampire,negative,0.3574620196604111
42676,vampires,negative,0.22795341098169716
42677,vampiress,positive,1.0
42678,vampiric,positive,0.6666666666666666
42679,vampirism,positive,0.5882352941176471
42680,vampiros,positive,0.9090909090909091
42681,vampish,negative,0.4
42682,vamps,negative,0.3333333333333333
42683,vampyr,positive,1.0
42684,vampyre,negative,0.3333333333333333
42685,vampyres,negative,0.0
42686,vampyros,positive,0.6666666666666666
42687,van,negative,0.3758978451715882
42688,vance,positive,0.9548872180451128
42689,vances,positive,1.0
42690,vancleef,positive,1.0
42691,vancouver,negative,0.43137254901960786
42692,vandalism,negative,0.3333333333333333
42693,vandalized,negative,0.2
42694,vandals,positive,0.8
42695,vandenberg,positive,1.0
42696,vander,negative,0.25
42697,vandeuvres,positive,1.0
42698,vane,positive,0.6
42699,vanessa,negative,0.3141025641025641
42700,vanguard,negative,0.5
42701,vanhook,negative,0.0
42702,vanilla,positive,0.7525773195876289
42703,vanish,negative,0.34146341463414637
42704,vanished,negative,0.45714285714285713
42705,vanishes,negative,0.3968253968253968
42706,vanishing,positive,0.5230769230769231
42707,vanishings,negative,0.25
42708,vanities,positive,0.8695652173913043
42709,vanity,positive,0.5169491525423728
42710,vanna,negative,0.2857142857142857
42711,vanquish,negative,0.5
42712,vanquished,positive,0.6666666666666666
42713,vanquishing,positive,0.6
42714,vans,negative,0.18181818181818182
42715,vantage,positive,0.8181818181818182
42716,vantages,positive,0.8
42717,vapid,negative,0.11224489795918367
42718,vapoorize,negative,0.0
42719,vaporize,negative,0.0
42720,vaporized,negative,0.16666666666666666
42721,var,negative,0.2222222222222222
42722,vardon,positive,1.0
42723,varela,negative,0.0
42724,vargas,negative,0.3333333333333333
42725,variable,negative,0.4117647058823529
42726,variables,positive,0.7142857142857143
42727,variance,negative,0.16666666666666666
42728,variant,negative,0.37037037037037035
42729,variation,negative,0.49056603773584906
42730,variations,positive,0.5373134328358209
42731,varied,positive,0.7433628318584071
42732,varies,positive,0.7105263157894737
42733,variety,positive,0.63125
42734,vario,positive,1.0
42735,various,positive,0.5581395348837209
42736,variously,negative,0.3333333333333333
42737,varma,negative,0.05357142857142857
42738,varney,negative,0.41935483870967744
42739,varsity,negative,0.5
42740,vartan,positive,0.5416666666666666
42741,vary,negative,0.44776119402985076
42742,varying,positive,0.5882352941176471
42743,vase,positive,0.625
42744,vaseline,negative,0.18181818181818182
42745,vaselino,positive,0.6666666666666666
42746,vasey,positive,0.75
42747,vasili,positive,1.0
42748,vasilikov,positive,1.0
42749,vasquez,negative,0.4
42750,vast,positive,0.584
42751,vastly,negative,0.46710526315789475
42752,vastness,positive,0.875
42753,vat,negative,0.5
42754,vatanen,positive,1.0
42755,vatican,negative,0.45652173913043476
42756,vaudeville,positive,0.6744186046511628
42757,vaudevillian,negative,0.5
42758,vaughan,positive,0.7333333333333333
42759,vaughn,negative,0.27450980392156865
42760,vaugier,negative,0.0
42761,vault,negative,0.3611111111111111
42762,vaulted,positive,0.875
42763,vaulting,positive,0.7777777777777778
42764,vaults,negative,0.5
42765,vaunted,negative,0.0
42766,vc,negative,0.5
42767,vcd,positive,0.75
42768,vcr,negative,0.44642857142857145
42769,vcrs,positive,0.6666666666666666
42770,vd,negative,0.4
42771,ve,negative,0.4500385059684251
42772,veber,negative,0.125
42773,vee,positive,0.625
42774,veer,positive,0.5217391304347826
42775,veered,negative,0.5
42776,veering,positive,0.5454545454545454
42777,veers,negative,0.4375
42778,veeru,negative,0.0
42779,vega,positive,0.7524752475247525
42780,vegas,negative,0.45564516129032256
42781,vegetable,positive,0.6
42782,vegetables,negative,0.5
42783,vegetarian,negative,0.47619047619047616
42784,vegetarianism,negative,0.0
42785,vegetation,positive,0.625
42786,veggie,negative,0.0
42787,vehement,positive,0.6666666666666666
42788,vehemently,positive,0.8666666666666667
42789,vehicle,negative,0.4491362763915547
42790,vehicles,negative,0.463768115942029
42791,vehicular,positive,0.8
42792,veidt,positive,0.8813559322033898
42793,veil,positive,0.5714285714285714
42794,veiled,negative,0.37142857142857144
42795,veils,positive,0.75
42796,vein,positive,0.5301204819277109
42797,veins,positive,0.5853658536585366
42798,velankar,positive,1.0
42799,velazquez,positive,0.75
42800,velde,negative,0.0
42801,velma,negative,0.18181818181818182
42802,velociraptor,negative,0.1111111111111111
42803,velociraptors,negative,0.4
42804,velocity,negative,0.18181818181818182
42805,velva,negative,0.0
42806,velvet,positive,0.7672955974842768
42807,velvety,positive,0.6666666666666666
42808,ven,negative,0.2857142857142857
42809,venal,positive,0.7272727272727273
42810,venantini,negative,0.34782608695652173
42811,venantino,negative,0.2857142857142857
42812,vendetta,positive,0.5135135135135135
42813,vending,negative,0.5
42814,vendor,negative,0.5
42815,veneer,positive,0.6
42816,venerable,negative,0.3181818181818182
42817,venetian,positive,0.8571428571428571
42818,venezia,positive,0.9166666666666666
42819,venezuela,positive,0.8979591836734694
42820,venezuelan,positive,0.5581395348837209
42821,venezuelans,positive,0.6
42822,vengeance,positive,0.68
42823,vengeful,negative,0.4666666666666667
42824,venice,positive,0.7352941176470589
42825,venom,positive,0.6428571428571429
42826,venomous,negative,0.5
42827,venoms,positive,1.0
42828,vent,negative,0.4634146341463415
42829,ventimiglia,positive,0.75
42830,venting,positive,0.8
42831,ventresca,positive,1.0
42832,ventriloquist,negative,0.5
42833,vents,negative,0.36363636363636365
42834,ventura,positive,0.6621621621621622
42835,venture,positive,0.5217391304347826
42836,ventured,positive,0.5333333333333333
42837,ventures,positive,0.5869565217391305
42838,venturing,positive,0.6060606060606061
42839,venue,positive,0.5555555555555556
42840,venues,positive,0.6923076923076923
42841,venus,negative,0.28846153846153844
42842,ver,positive,0.7142857142857143
42843,vera,positive,0.6802721088435374
42844,veracity,positive,0.6666666666666666
42845,verbal,positive,0.6666666666666666
42846,verbalize,positive,1.0
42847,verbally,positive,0.5862068965517241
42848,verbatim,negative,0.4827586206896552
42849,verbiage,negative,0.42857142857142855
42850,verbose,positive,0.6
42851,verboten,positive,0.6428571428571429
42852,verdi,positive,0.8421052631578947
42853,verdict,negative,0.36065573770491804
42854,verdon,positive,0.9
42855,vereen,negative,0.16666666666666666
42856,verge,positive,0.5221238938053098
42857,verged,positive,1.0
42858,verger,positive,0.9
42859,verges,negative,0.4
42860,verging,positive,0.6
42861,verhoeven,positive,0.6613756613756614
42862,verhoevens,positive,0.6470588235294118
42863,verhoven,positive,0.6
42864,verified,negative,0.14285714285714285
42865,verify,positive,0.5217391304347826
42866,verisimilitude,negative,0.43478260869565216
42867,veritable,positive,0.5952380952380952
42868,verite,positive,0.6153846153846154
42869,verma,negative,0.2222222222222222
42870,vermin,negative,0.4583333333333333
42871,vermont,negative,0.25
42872,vern,positive,0.8823529411764706
42873,verna,negative,0.5
42874,vernacular,positive,0.8461538461538461
42875,verne,positive,0.6730769230769231
42876,verneuil,positive,1.0
42877,vernon,negative,0.38461538461538464
42878,verona,positive,0.5714285714285714
42879,veronica,positive,0.5909090909090909
42880,veronika,positive,0.8875
42881,verow,negative,0.0
42882,verry,positive,1.0
42883,versa,positive,0.5675675675675675
42884,versace,positive,0.7142857142857143
42885,versailles,positive,1.0
42886,versatile,positive,0.6923076923076923
42887,versatility,positive,0.9545454545454546
42888,verse,negative,0.475
42889,versed,negative,0.3888888888888889
42890,verses,positive,0.6296296296296297
42891,versible,negative,0.25
42892,version,positive,0.5334535256410257
42893,versions,positive,0.6323529411764706
42894,versus,positive,0.6072874493927125
42895,vert,positive,0.625
42896,vertical,positive,0.8181818181818182
42897,vertically,positive,0.875
42898,vertido,negative,0.0
42899,vertiginous,positive,0.8
42900,vertigo,positive,0.8488372093023255
42901,verve,positive,0.6530612244897959
42902,vessel,positive,0.5263157894736842
42903,vessels,positive,0.5238095238095238
42904,vest,negative,0.35714285714285715
42905,vested,negative,0.3333333333333333
42906,vestige,negative,0.2
42907,vestiges,positive,0.8
42908,vestron,negative,0.46153846153846156
42909,vests,negative,0.0
42910,vet,negative,0.5056179775280899
42911,veteran,positive,0.5786290322580645
42912,veterans,positive,0.6535433070866141
42913,veterinarian,negative,0.36363636363636365
42914,veto,negative,0.5
42915,vetra,positive,0.75
42916,vets,positive,0.5254237288135594
42917,vette,negative,0.2222222222222222
42918,vexed,positive,0.75
42919,vexes,positive,1.0
42920,vexing,positive,0.6666666666666666
42921,vey,negative,0.07142857142857142
42922,vez,negative,0.029411764705882353
42923,vg,positive,0.75
42924,vh,negative,0.4838709677419355
42925,vholes,positive,1.0
42926,vhs,positive,0.7467438494934877
42927,vi,negative,0.46153846153846156
42928,viability,positive,0.6
42929,viable,negative,0.5
42930,vial,negative,0.058823529411764705
42931,vials,negative,0.2
42932,vibe,positive,0.6568627450980392
42933,vibes,positive,0.8
42934,vibrancy,positive,0.7692307692307693
42935,vibrant,positive,0.75
42936,vibrate,negative,0.25
42937,vibrating,negative,0.4
42938,vibration,negative,0.3333333333333333
42939,vibrations,negative,0.4
42940,vibrato,negative,0.125
42941,vibrator,negative,0.0
42942,vibrators,negative,0.2857142857142857
42943,vic,negative,0.40789473684210525
42944,vicar,positive,0.5806451612903226
42945,vicarious,negative,0.5
42946,vicariously,positive,0.6956521739130435
42947,vice,positive,0.5796460176991151
42948,vicente,positive,0.5714285714285714
42949,vices,positive,0.7
42950,vichy,positive,0.6
42951,viciente,negative,0.0
42952,vicinity,negative,0.35
42953,vicious,positive,0.6088560885608856
42954,viciously,negative,0.4
42955,viciousness,positive,0.5714285714285714
42956,vick,positive,0.8
42957,vickers,negative,0.4444444444444444
42958,vicki,negative,0.5
42959,vicky,positive,0.5806451612903226
42960,vicodin,negative,0.0
42961,vicotria,positive,1.0
42962,victim,negative,0.46068548387096775
42963,victimization,positive,0.5714285714285714
42964,victimize,negative,0.5
42965,victimized,positive,0.525
42966,victimizing,negative,0.25
42967,victims,negative,0.3775280898876405
42968,victoires,positive,1.0
42969,victor,positive,0.7073170731707317
42970,victoria,positive,0.837037037037037
42971,victorian,positive,0.6258992805755396
42972,victorians,positive,0.6
42973,victorias,positive,1.0
42974,victories,positive,0.6666666666666666
42975,victorious,positive,0.7741935483870968
42976,victoriously,positive,1.0
42977,victors,positive,0.6923076923076923
42978,victory,positive,0.6906077348066298
42979,vid,negative,0.375
42980,vida,positive,0.9259259259259259
42981,vidal,negative,0.17777777777777778
42982,video,negative,0.41123758779365466
42983,videocassette,positive,0.8333333333333334
42984,videodisc,negative,0.5
42985,videodrome,positive,0.7333333333333333
42986,videogame,negative,0.4
42987,videogames,negative,0.5
42988,videographer,negative,0.0
42989,videos,negative,0.4972067039106145
42990,videostore,positive,0.5263157894736842
42991,videotape,negative,0.35064935064935066
42992,videotaped,negative,0.36363636363636365
42993,videotapes,negative,0.5
42994,videotaping,negative,0.0
42995,vidor,positive,0.7142857142857143
42996,vidya,negative,0.0
42997,vie,positive,0.6666666666666666
42998,viel,negative,0.4166666666666667
42999,vienna,positive,0.7530864197530864
43000,viennese,positive,0.95
43001,vierde,positive,1.0
43002,viertel,positive,0.8
43003,vies,positive,0.6
43004,viet,negative,0.36585365853658536
43005,vietcong,positive,1.0
43006,vietnam,positive,0.5636743215031316
43007,vietnamese,negative,0.3333333333333333
43008,view,positive,0.6126397248495271
43009,viewable,positive,0.5333333333333333
43010,viewed,positive,0.6011342155009451
43011,viewer,positive,0.543344709897611
43012,viewers,positive,0.5688816855753647
43013,viewing,positive,0.6270150083379655
43014,viewings,positive,0.7916666666666666
43015,viewpoint,positive,0.5294117647058824
43016,viewpoints,positive,0.5853658536585366
43017,views,positive,0.5581947743467933
43018,vig,negative,0.5
43019,vigalondo,positive,0.8333333333333334
43020,viggo,negative,0.3333333333333333
43021,vigil,positive,1.0
43022,vigilance,positive,0.5555555555555556
43023,vigilante,negative,0.47115384615384615
43024,vigilantes,negative,0.09090909090909091
43025,vigilantism,positive,0.6666666666666666
43026,vignette,negative,0.42424242424242425
43027,vignettes,positive,0.5630252100840336
43028,vigo,negative,0.2857142857142857
43029,vigor,positive,0.6
43030,vigorous,positive,0.84
43031,vigorously,positive,0.64
43032,vigour,negative,0.4
43033,vii,positive,0.75
43034,viii,negative,0.5
43035,vijay,positive,0.639344262295082
43036,viju,positive,1.0
43037,viking,negative,0.28846153846153844
43038,vikings,positive,0.5555555555555556
43039,viktor,positive,0.9375
43040,vil,negative,0.25
43041,vile,negative,0.40425531914893614
43042,vileness,negative,0.5
43043,vilest,negative,0.16666666666666666
43044,vilgot,positive,1.0
43045,vili,negative,0.0
43046,vilification,positive,0.75
43047,vilified,positive,0.7142857142857143
43048,vilify,negative,0.25
43049,vill,negative,0.4
43050,villa,positive,0.5463917525773195
43051,village,positive,0.5950413223140496
43052,villager,negative,0.45454545454545453
43053,villagers,positive,0.5612244897959183
43054,villages,positive,0.66
43055,villain,negative,0.4358033749082905
43056,villainess,negative,0.21621621621621623
43057,villainous,positive,0.5818181818181818
43058,villains,positive,0.5517774343122102
43059,villainy,negative,0.45454545454545453
43060,villan,negative,0.2222222222222222
43061,villard,negative,0.3333333333333333
43062,villarona,positive,1.0
43063,villaronga,positive,0.9333333333333333
43064,villas,negative,0.25
43065,ville,negative,0.3333333333333333
43066,villian,positive,0.8333333333333334
43067,villians,positive,0.8
43068,villon,positive,1.0
43069,vilmos,positive,0.75
43070,vim,negative,0.0
43071,vin,positive,0.7916666666666666
43072,vinay,positive,0.875
43073,vince,negative,0.3120567375886525
43074,vincent,positive,0.5679347826086957
43075,vincente,positive,0.6956521739130435
43076,vincenzo,positive,0.9021739130434783
43077,vincenzoni,negative,0.5
43078,vinci,negative,0.5081967213114754
43079,vindicate,positive,1.0
43080,vindicated,negative,0.5
43081,vindicates,negative,0.0
43082,vindication,positive,0.7777777777777778
43083,vindicator,negative,0.2
43084,vindictive,positive,0.7083333333333334
43085,vindictively,positive,0.7142857142857143
43086,vindictiveness,negative,0.3333333333333333
43087,vine,negative,0.42857142857142855
43088,vinegar,negative,0.0
43089,vines,negative,0.0
43090,vineyard,negative,0.2
43091,ving,negative,0.5
43092,vinnie,negative,0.1348314606741573
43093,vinny,negative,0.1891891891891892
43094,vinson,positive,0.9230769230769231
43095,vintage,positive,0.7272727272727273
43096,vinyl,positive,0.8518518518518519
43097,viola,positive,0.7
43098,violate,negative,0.2727272727272727
43099,violated,negative,0.41304347826086957
43100,violates,negative,0.375
43101,violating,negative,0.4642857142857143
43102,violation,negative,0.5
43103,violations,negative,0.3076923076923077
43104,violence,negative,0.4951190941038657
43105,violent,positive,0.5604838709677419
43106,violently,negative,0.4888888888888889
43107,violet,negative,0.2708333333333333
43108,violin,negative,0.37735849056603776
43109,violinist,negative,0.5
43110,violins,negative,0.18181818181818182
43111,vip,negative,0.5
43112,vipco,negative,0.0
43113,viper,negative,0.26666666666666666
43114,vipers,negative,0.18181818181818182
43115,vipul,negative,0.39473684210526316
43116,vir,negative,0.0
43117,viral,negative,0.0
43118,virgil,negative,0.43478260869565216
43119,virgin,positive,0.5174603174603175
43120,virgina,negative,0.3333333333333333
43121,virginal,positive,0.5869565217391305
43122,virginia,positive,0.5477386934673367
43123,virginian,positive,0.8
43124,virginie,positive,0.6
43125,virginity,negative,0.4657534246575342
43126,virgins,negative,0.2826086956521739
43127,virginya,positive,1.0
43128,virile,positive,0.9583333333333334
43129,virility,positive,1.0
43130,virtual,negative,0.49390243902439024
43131,virtuality,positive,0.6
43132,virtually,negative,0.39173228346456695
43133,virtue,positive,0.5157894736842106
43134,virtues,positive,0.6172839506172839
43135,virtuosity,positive,0.7142857142857143
43136,virtuoso,positive,0.875
43137,virtuous,negative,0.48484848484848486
43138,virtzer,positive,1.0
43139,virulent,positive,0.5789473684210527
43140,virus,negative,0.2852852852852853
43141,viruses,negative,0.21428571428571427
43142,vis,negative,0.47368421052631576
43143,visa,positive,0.5714285714285714
43144,visage,positive,0.6
43145,visayan,negative,0.125
43146,viscera,positive,0.7142857142857143
43147,visceral,positive,0.7215189873417721
43148,viscerally,positive,0.6666666666666666
43149,visconti,positive,0.9512195121951219
43150,viscontis,positive,0.875
43151,viscous,positive,0.8
43152,viscously,positive,0.6
43153,vise,negative,0.2857142857142857
43154,vishal,negative,0.0
43155,vishk,positive,1.0
43156,visibility,positive,0.75
43157,visible,negative,0.4362745098039216
43158,visibly,negative,0.40476190476190477
43159,vision,positive,0.6194563662374821
43160,visionaries,negative,0.4166666666666667
43161,visionary,positive,0.7090909090909091
43162,visions,negative,0.4785276073619632
43163,visit,positive,0.6116504854368932
43164,visited,positive,0.6184971098265896
43165,visiteurs,negative,0.0
43166,visiting,positive,0.5463917525773195
43167,visitor,negative,0.46236559139784944
43168,visitors,negative,0.4675324675324675
43169,visits,positive,0.6089108910891089
43170,visnjic,positive,1.0
43171,visor,negative,0.0
43172,visser,negative,0.4
43173,vista,positive,0.5882352941176471
43174,vistas,positive,0.7727272727272727
43175,visual,positive,0.6214340786430224
43176,visualization,positive,0.7692307692307693
43177,visualize,positive,0.8125
43178,visualized,positive,0.8
43179,visualizing,positive,0.5555555555555556
43180,visually,positive,0.6632653061224489
43181,visuals,positive,0.6380471380471381
43182,vita,negative,0.18518518518518517
43183,vital,positive,0.6144578313253012
43184,vitality,positive,0.7045454545454546
43185,vitamins,negative,0.4
43186,vitaphone,positive,0.7
43187,vito,positive,0.9024390243902439
43188,vitriol,positive,0.6666666666666666
43189,vitriolic,negative,0.0
43190,vitti,positive,0.6666666666666666
43191,vittoria,negative,0.4375
43192,vittorio,positive,0.6153846153846154
43193,viva,positive,0.6031746031746031
43194,vivacious,positive,0.84
43195,vivah,positive,0.8113207547169812
43196,vivaldi,positive,0.8
43197,vivan,negative,0.0
43198,vivant,positive,0.625
43199,vive,positive,0.5833333333333334
43200,vivian,positive,0.5537190082644629
43201,viviane,positive,0.75
43202,vivica,negative,0.0
43203,vivid,positive,0.7692307692307693
43204,vividly,positive,0.7950819672131147
43205,vivien,positive,0.6190476190476191
43206,vivre,positive,0.75
43207,vixen,positive,0.6078431372549019
43208,vixens,negative,0.42857142857142855
43209,viz,negative,0.2
43210,vizier,positive,1.0
43211,vj,positive,0.625
43212,vlad,negative,0.09090909090909091
43213,vladimir,positive,0.7058823529411765
43214,vlady,positive,1.0
43215,vlissingen,positive,1.0
43216,vo,negative,0.5
43217,vocabulary,positive,0.65
43218,vocal,positive,0.6326530612244898
43219,vocalist,negative,0.42857142857142855
43220,vocally,positive,0.8333333333333334
43221,vocals,negative,0.4745762711864407
43222,vocation,positive,0.6
43223,vocational,negative,0.0
43224,vodka,negative,0.21739130434782608
43225,voerhoven,negative,0.0
43226,vogel,positive,0.90625
43227,vogue,positive,0.6666666666666666
43228,vogueing,positive,1.0
43229,voguing,positive,0.6666666666666666
43230,vohrer,positive,1.0
43231,voice,positive,0.5223613595706619
43232,voiced,positive,0.6709401709401709
43233,voiceover,negative,0.4166666666666667
43234,voiceovers,negative,0.0
43235,voices,positive,0.5440613026819924
43236,voicing,positive,0.88
43237,void,positive,0.5175438596491229
43238,voight,positive,0.8317757009345794
43239,voigt,positive,0.8571428571428571
43240,voil,negative,0.1111111111111111
43241,voila,negative,0.2
43242,vol,positive,0.7272727272727273
43243,volatile,positive,0.6470588235294118
43244,volcanic,positive,0.5714285714285714
43245,volcano,negative,0.25
43246,volcanoes,negative,0.3
43247,volckman,positive,1.0
43248,volckmans,positive,1.0
43249,volition,negative,0.25
43250,volkoff,negative,0.0
43251,volkswagen,negative,0.16666666666666666
43252,volley,negative,0.5
43253,volleyball,negative,0.047619047619047616
43254,vollins,negative,0.0
43255,volont,positive,1.0
43256,volonte,positive,1.0
43257,volpe,positive,1.0
43258,volt,negative,0.5
43259,voltage,positive,0.5294117647058824
43260,volte,positive,1.0
43261,voltron,negative,0.2
43262,volume,negative,0.36054421768707484
43263,volumes,positive,0.7011494252873564
43264,voluminous,negative,0.5
43265,voluntarily,negative,0.2857142857142857
43266,voluntary,positive,0.6
43267,volunteer,positive,0.58
43268,volunteered,positive,0.6666666666666666
43269,volunteering,positive,0.6875
43270,volunteers,positive,0.574468085106383
43271,voluptuous,positive,0.5641025641025641
43272,volvo,negative,0.5
43273,volvos,negative,0.0
43274,vomit,negative,0.2
43275,vomited,negative,0.045454545454545456
43276,vomiting,negative,0.23255813953488372
43277,vomitous,negative,0.4
43278,vomits,negative,0.2
43279,von,positive,0.7661290322580645
43280,vonnegut,positive,0.9012345679012346
43281,vonneguts,positive,1.0
43282,voodoo,negative,0.19014084507042253
43283,voodooism,negative,0.0
43284,voogdt,positive,1.0
43285,voorhees,negative,0.34615384615384615
43286,voracious,positive,0.75
43287,vorhees,negative,0.3333333333333333
43288,vortex,negative,0.4375
43289,vosen,positive,1.0
43290,vosloo,negative,0.2
43291,voss,positive,0.5454545454545454
43292,vote,negative,0.4781144781144781
43293,voted,negative,0.4431137724550898
43294,voter,positive,0.75
43295,voters,negative,0.296875
43296,votes,negative,0.4144736842105263
43297,voting,negative,0.38372093023255816
43298,vouch,positive,0.7857142857142857
43299,voucher,negative,0.3333333333333333
43300,vous,positive,0.75
43301,vovochka,negative,0.0
43302,vow,positive,0.56
43303,vowed,positive,0.6666666666666666
43304,vowel,negative,0.0
43305,vowing,positive,0.7142857142857143
43306,vows,positive,0.5818181818181818
43307,voyage,positive,0.6932515337423313
43308,voyager,positive,0.7272727272727273
43309,voyages,positive,0.875
43310,voyeur,negative,0.3953488372093023
43311,voyeurism,negative,0.48717948717948717
43312,voyeuristic,positive,0.53125
43313,voyeurs,negative,0.2857142857142857
43314,voyna,negative,0.0
43315,voz,positive,1.0
43316,vp,positive,0.5454545454545454
43317,vr,negative,0.38461538461538464
43318,vres,positive,1.0
43319,vrsa,negative,0.0
43320,vs,positive,0.5394912985274432
43321,vu,negative,0.4074074074074074
43322,vue,positive,1.0
43323,vuh,positive,1.0
43324,vukovar,negative,0.0
43325,vulcan,positive,0.6818181818181818
43326,vulcans,positive,1.0
43327,vulgar,negative,0.3588235294117647
43328,vulgarism,positive,1.0
43329,vulgarity,negative,0.4423076923076923
43330,vulgarly,negative,0.5
43331,vulnerabilities,positive,1.0
43332,vulnerability,positive,0.8734177215189873
43333,vulnerable,positive,0.7417840375586855
43334,vultan,positive,1.0
43335,vulture,negative,0.25
43336,vultures,negative,0.375
43337,vuosi,positive,1.0
43338,vv,negative,0.25
43339,vw,negative,0.3125
43340,vye,positive,1.0
43341,vying,negative,0.42857142857142855
43342,wa,positive,0.8125
43343,waaaaay,negative,0.2
43344,waaaay,negative,0.2222222222222222
43345,waaay,negative,0.1111111111111111
43346,waalkes,negative,0.0
43347,waay,negative,0.5
43348,wachowski,negative,0.4117647058823529
43349,wack,negative,0.0
43350,wacked,positive,0.5833333333333334
43351,wackier,positive,1.0
43352,wackiness,negative,0.25806451612903225
43353,wacko,positive,0.5161290322580645
43354,wackos,positive,0.5555555555555556
43355,wacky,negative,0.4835680751173709
43356,waco,positive,0.9393939393939394
43357,wad,negative,0.42857142857142855
43358,wadd,positive,1.0
43359,waddles,negative,0.0
43360,waddlesworth,negative,0.5
43361,waddling,positive,0.6363636363636364
43362,wade,negative,0.48
43363,wades,positive,0.7142857142857143
43364,wading,negative,0.13333333333333333
43365,wafer,negative,0.21739130434782608
43366,waffle,negative,0.3157894736842105
43367,wag,negative,0.125
43368,wage,negative,0.5
43369,waged,positive,0.7777777777777778
43370,wager,positive,0.7435897435897436
43371,wages,positive,0.8260869565217391
